22.877185583114624 3.151087999343872 4.764909267425537
         30608331 function calls (18939287 primitive calls) in 30.792 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   969650    1.753    0.000    2.816    0.000 random.py:787(binomialvariate)
        2    0.000    0.000    0.000    0.000 random.py:893(getrandbits)
        4    0.000    0.000    0.000    0.000 rational_field.py:256(_repr_option)
       25    0.000    0.000    0.000    0.000 rational_field.py:344(_coerce_map_from_)
        3    0.000    0.000    0.000    0.000 right_modules.py:35(super_categories)
        1    0.000    0.000    0.095    0.095 rings.py:1029(quotient)
        2    0.000    0.000    0.011    0.005 rings.py:1250(__getitem__)
        2    0.000    0.000    0.000    0.000 rings.py:1427(normalize_arg)
        6    0.000    0.000    0.000    0.000 rings.py:463(is_zero)
       30    0.000    0.000    0.002    0.000 rings.py:563(_Hom_)
        2    0.000    0.000    0.000    0.000 rings.py:715(ideal_monoid)
        7    0.000    0.000    0.001    0.000 rings.py:888(ideal)
        3    0.000    0.000    0.000    0.000 sageinspect.py:1014(_sage_getargspec_from_ast)
        3    0.000    0.000    0.000    0.000 sageinspect.py:1059(_sage_getargspec_cython)
        8    0.000    0.000    0.001    0.000 sageinspect.py:1381(sage_getargspec)
        8    0.000    0.000    0.000    0.000 sageinspect.py:1836(_sage_getdoc_unformatted)
        8    0.000    0.000    0.000    0.000 sageinspect.py:298(_extract_embedded_signature)
        3    0.000    0.000    0.000    0.000 sageinspect.py:514(visit_arg)
        9    0.000    0.000    0.000    0.000 sageinspect.py:873(_split_syntactical_unit)
   225006    0.384    0.000    1.108    0.000 samplerz.py:104(berexp)
   143360    0.425    0.000    2.501    0.000 samplerz.py:122(samplerz)
   225006    0.726    0.000    0.834    0.000 samplerz.py:67(basesampler)
   225006    0.577    0.000    0.577    0.000 samplerz.py:81(approxexp)
      246    0.002    0.000    0.009    0.000 sequence.py:398(__init__)
      246    0.000    0.000    0.000    0.000 sequence.py:699(universe)
      246    0.003    0.000    0.013    0.000 sequence.py:78(Sequence)
        4    0.000    0.000    0.000    0.000 sets_cat.py:1451(construction)
        9    0.000    0.000    0.000    0.000 sets_cat.py:1895(is_finite)
     10/1    0.000    0.000    0.003    0.003 sets_cat.py:327(Subquotients)
     10/1    0.000    0.000    0.008    0.008 sets_cat.py:464(Quotients)
        2    0.000    0.000    0.002    0.001 sets_cat.py:738(Finite)
        1    0.000    0.000    0.001    0.001 sets_cat.py:758(Infinite)
        1    0.000    0.000    0.001    0.001 sets_cat.py:778(Enumerated)
        1    0.000    0.000    0.000    0.000 sets_cat.py:961(_element_constructor_)
       30    0.000    0.000    0.000    0.000 sets_cat.py:991(_element_constructor_from_element_class)
        1    0.000    0.000    0.000    0.000 submodule.py:1(<module>)
        1    0.000    0.000    0.000    0.000 submodule.py:44(Submodule_free_ambient)
        1    0.000    0.000    0.000    0.000 subring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subring.py:106(SymbolicSubringFactory)
        1    0.000    0.000    0.000    0.000 subring.py:249(GenericSymbolicSubring)
        1    0.000    0.000    0.000    0.000 subring.py:476(GenericSymbolicSubringFunctor)
        1    0.000    0.000    0.000    0.000 subring.py:613(SymbolicSubringAcceptingVars)
        1    0.000    0.000    0.000    0.000 subring.py:714(SymbolicSubringAcceptingVarsFunctor)
        1    0.000    0.000    0.000    0.000 subring.py:779(SymbolicSubringRejectingVars)
        1    0.000    0.000    0.000    0.000 subring.py:903(SymbolicSubringRejectingVarsFunctor)
        1    0.000    0.000    0.000    0.000 subring.py:968(SymbolicConstantsSubring)
        1    0.000    0.000    0.000    0.000 superseded.py:32(_check_issue_number)
        1    0.000    0.000    0.000    0.000 superseded.py:353(__init__)
        1    0.000    0.000    0.000    0.000 superseded.py:500(deprecated_function_alias)
       10    0.000    0.000    0.000    0.000 token_chain.py:27(open)
        9    0.000    0.000    0.000    0.000 token_chain.py:37(open)
       10    0.000    0.000    0.000    0.000 token_chain.py:44(__len__)
    76/47    0.000    0.000    0.022    0.000 unique_representation.py:1098(__classcall__)
    76/47    0.000    0.000    0.022    0.000 unique_representation.py:573(__classcall__)
        1    0.000    0.000    0.001    0.001 unital_algebras.py:161(_coerce_map_from_base_ring)
        4    0.000    0.000    0.002    0.001 unital_algebras.py:74(__init_extra__)
        1    0.000    0.000    0.000    0.000 vector_spaces.py:119(base_field)
        1    0.000    0.000    0.001    0.001 vector_spaces.py:131(super_categories)
        1    0.000    0.000    0.001    0.001 vector_spaces.py:41(__classcall_private__)
        1    0.000    0.000    0.001    0.001 vector_spaces.py:75(__init__)
       10    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
        9    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
        9    0.000    0.000    0.000    0.000 weakref.py:194(get)
      932    0.000    0.000    0.001    0.000 weakref.py:347(__new__)
      811    0.001    0.000    0.001    0.000 weakref.py:352(__init__)
        2    0.001    0.000    0.002    0.001 yacc.py:1001(parseopt_notrack)
        2    0.000    0.000    0.000    0.000 yacc.py:234(__init__)
      170    0.000    0.000    0.000    0.000 yacc.py:240(__getitem__)
      137    0.000    0.000    0.000    0.000 yacc.py:248(__setitem__)
       30    0.000    0.000    0.000    0.000 yacc.py:254(__len__)
       22    0.000    0.000    0.000    0.000 yacc.py:257(lineno)
       44    0.000    0.000    0.000    0.000 yacc.py:268(lexpos)
        2    0.000    0.000    0.002    0.001 yacc.py:323(parse)
      976    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x7554b98d1380}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
     21/8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        4    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_function_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
    75850    0.020    0.000    0.020    0.000 {built-in method _cffi_backend.newp}
        1    0.000    0.000    0.004    0.004 {built-in method _functools.reduce}
       10    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      136    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       10    0.002    0.000    0.002    0.000 {built-in method _imp.create_dynamic}
     10/7    0.002    0.000    0.004    0.001 {built-in method _imp.exec_dynamic}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      136    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       10    0.000    0.000    0.000    0.000 {built-in method _imp.source_hash}
       20    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
    18432    0.003    0.000    0.003    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.mul}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       22    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       52    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       26    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       32    0.001    0.000    0.008    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.005    0.005 {built-in method builtins.__import__}
    12486    0.002    0.000    0.002    0.000 {built-in method builtins.abs}
  919/881    0.001    0.000    0.291    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.001    0.000 {built-in method builtins.any}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
     11/1    0.000    0.000   30.794   30.794 {built-in method builtins.exec}
1408/1239    0.001    0.000    0.004    0.000 {built-in method builtins.getattr}
      408    0.000    0.000    0.001    0.000 {built-in method builtins.hasattr}
  453/360    0.357    0.001    0.358    0.001 {built-in method builtins.hash}
   160425    0.027    0.000    0.027    0.000 {built-in method builtins.isinstance}
     2081    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      761    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
1774913/1774863    0.209    0.000    0.209    0.000 {built-in method builtins.len}
      247    0.002    0.000    0.002    0.000 {built-in method builtins.locals}
1721/1709    0.009    0.000    0.025    0.000 {built-in method builtins.max}
   226148    0.047    0.000    0.047    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
   156472    0.032    0.000    0.032    0.000 {built-in method builtins.round}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      148    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
    30872    0.033    0.000    0.242    0.000 {built-in method builtins.sum}
   675958    0.127    0.000    0.127    0.000 {built-in method from_bytes}
      314    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       10    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
       10    0.000    0.000    0.000    0.000 {built-in method math.ceil}
  2082914    0.327    0.000    0.327    0.000 {built-in method math.floor}
  2909204    0.458    0.000    0.458    0.000 {built-in method math.log2}
       10    0.000    0.000    0.000    0.000 {built-in method math.log}
     1024    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
      314    0.029    0.000    0.029    0.000 {built-in method numpy.array}
      155    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       41    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       64    0.000    0.000    0.000    0.000 {built-in method posix.stat}
   675949    0.189    0.000    0.189    0.000 {built-in method posix.urandom}
      173    0.000    0.000    0.000    0.000 {built-in method sage.categories.category_cy_helper._flatten_categories}
      175    0.001    0.000    0.004    0.000 {built-in method sage.categories.category_cy_helper._sort_uniq}
    66/65    0.002    0.000    0.004    0.000 {built-in method sage.categories.category_cy_helper.join_as_tuple}
        4    0.000    0.000    0.000    0.000 {built-in method sage.cpython.getattr.raw_getattr}
        1    0.000    0.000    0.000    0.000 {built-in method sage.cpython.string.str_to_bytes}
       67    0.002    0.000    0.002    0.000 {built-in method sage.misc.c3_controlled.C3_sorted_merge}
     6144    0.001    0.000    0.001    0.000 {built-in method sage.misc.randstate.current_randstate}
        5    0.000    0.000    0.000    0.000 {built-in method sage.rings.real_mpfi.RealIntervalField}
        5    0.000    0.000    0.000    0.000 {built-in method sage.rings.ring._is_Field}
        9    0.000    0.000    0.002    0.000 {built-in method sage.structure.category_object.check_default_category}
        4    0.000    0.000    0.000    0.000 {built-in method sage.structure.category_object.normalize_names}
        1    0.000    0.000    0.000    0.000 {built-in method sage.structure.element.parent}
       32    0.000    0.000    0.000    0.000 {built-in method sage.structure.richcmp.richcmp}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        6    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        7    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
       36    0.000    0.000    0.000    0.000 {function CallableSymbolicExpressionRing_class._element_constructor_ at 0x75546b561300}
        2    0.000    0.000    0.000    0.000 {function FreeModule_ambient._coerce_map_from_ at 0x75546eaabd80}
        1    0.000    0.000    0.002    0.002 {function IntegerModFactory.get_object at 0x7554b0d46de0}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7554b3ed6c00}
        7    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.000    0.000 {method '__copy__' of 'sage.categories.map.Map' objects}
       20    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       52    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       15    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      2/1    0.000    0.000    0.014    0.014 {method '_algebraic_' of 'sage.symbolic.expression.Expression' objects}
        3    0.000    0.000    0.000    0.000 {method '_coerce_map_via' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method '_convert_method_map' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method '_first_ngens' of 'sage.structure.category_object.CategoryObject' objects}
        4    0.000    0.000    0.000    0.000 {method '_internal_coerce_map_from' of 'sage.structure.parent.Parent' objects}
        4    0.000    0.000    0.000    0.000 {method '_is_category_initialized' of 'sage.structure.category_object.CategoryObject' objects}
        4    0.000    0.000    0.000    0.000 {method '_is_coercion_cached' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method '_lmul_' of 'sage.structure.element.ModuleElement' objects}
        3    0.000    0.000    0.000    0.000 {method '_make_weak_references' of 'sage.categories.map.Map' objects}
        6    0.000    0.000    0.000    0.000 {method '_populate_coercion_lists_' of 'sage.structure.parent.Parent' objects}
        2    0.000    0.000    0.001    0.001 {method '_refine_category_' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method 'absolute_diameter' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       27    0.000    0.000    0.025    0.001 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'an_element' of 'sage.structure.parent.Parent' objects}
       10    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
      672    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'argument' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
      155    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'base_ring' of 'sage.rings.polynomial.polynomial_element.Polynomial' objects}
       64    0.000    0.000    0.000    0.000 {method 'base_ring' of 'sage.structure.category_object.CategoryObject' objects}
     8704    0.002    0.000    0.002    0.000 {method 'bit_length' of 'int' objects}
       62    0.000    0.000    0.000    0.000 {method 'category' of 'sage.rings.ring.Ring' objects}
        3    0.000    0.000    0.000    0.000 {method 'category' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method 'center' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        1    0.000    0.000    0.000    0.000 {method 'codomain' of 'sage.categories.action.Action' objects}
        9    0.000    0.000    0.002    0.000 {method 'coerce_map_from' of 'sage.structure.parent.Parent' objects}
  1941396    0.329    0.000    0.329    0.000 {method 'conjugate' of 'complex' objects}
        1    0.000    0.000    0.000    0.000 {method 'contains_zero' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        3    0.000    0.000    0.000    0.000 {method 'contains_zero' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
       42    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'cos' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
        9    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'crosses_log_branch_cut' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
     7737    0.003    0.000    0.003    0.000 {method 'degree' of 'sage.rings.polynomial.polynomial_zmod_flint.Polynomial_template' objects}
        1    0.000    0.000    0.000    0.000 {method 'denominator' of 'sage.rings.integer.Integer' objects}
        1    0.000    0.000    0.000    0.000 {method 'denominator' of 'sage.rings.rational.Rational' objects}
        1    0.000    0.000    0.000    0.000 {method 'derivative' of 'sage.rings.polynomial.polynomial_element.Polynomial' objects}
        2    0.000    0.000    0.000    0.000 {method 'diameter' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      155    0.001    0.000    0.001    0.000 {method 'dot' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       72    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       38    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       87    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       24    0.000    0.000    0.001    0.000 {method 'function' of 'sage.symbolic.expression.Expression' objects}
        1    0.000    0.000    0.000    0.000 {method 'gcd' of 'sage.structure.element.PrincipalIdealDomainElement' objects}
      245    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
      386    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'get' of 'sage.misc.weak_dict.WeakValueDictionary' objects}
    11973    0.002    0.000    0.002    0.000 {method 'getrandbits' of '_random.Random' objects}
       72    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
    32/28    0.000    0.000    0.000    0.000 {method 'has_coerce_map_from' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method 'imag' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'intersection' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        5    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'is_NaN' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        5    0.000    0.000    0.000    0.000 {method 'is_NaN' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
        2    0.000    0.000    0.000    0.000 {method 'is_commutative' of 'sage.rings.ring.CommutativeRing' objects}
        1    0.000    0.000    0.000    0.000 {method 'is_exact' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
      247    0.000    0.000    0.000    0.000 {method 'is_exact' of 'sage.rings.ring.Ring' objects}
        3    0.000    0.000    0.000    0.000 {method 'is_prime' of 'sage.rings.integer.Integer' objects}
        3    0.000    0.000    0.000    0.000 {method 'is_unit' of 'sage.rings.finite_rings.integer_mod.IntegerMod_int' objects}
        2    0.000    0.000    0.000    0.000 {method 'is_zero' of 'sage.rings.polynomial.polynomial_zmod_flint.Polynomial_template' objects}
        4    0.000    0.000    0.000    0.000 {method 'is_zero' of 'sage.structure.element.Element' objects}
        7    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      250    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      146    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'leading_coefficient' of 'sage.rings.polynomial.polynomial_element.Polynomial' objects}
        2    0.000    0.000    0.000    0.000 {method 'list' of 'sage.rings.polynomial.polynomial_element.Polynomial_generic_dense' objects}
      740    0.898    0.001    0.898    0.001 {method 'list' of 'sage.rings.polynomial.polynomial_zmod_flint.Polynomial_template' objects}
        4    0.000    0.000    0.000    0.000 {method 'load_function' of '_cffi_backend.CLibrary' objects}
       11    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       69    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'ngens' of 'sage.rings.integer_ring.IntegerRing_class' objects}
        1    0.000    0.000    0.000    0.000 {method 'nth_root' of 'sage.rings.integer.Integer' objects}
        1    0.000    0.000    0.000    0.000 {method 'numerator' of 'sage.rings.integer.Integer' objects}
        1    0.000    0.000    0.000    0.000 {method 'numerator' of 'sage.rings.rational.Rational' objects}
        7    0.000    0.000    0.001    0.000 {method 'one' of 'sage.rings.ring.Ring' objects}
        2    0.000    0.000    0.000    0.000 {method 'operands' of 'sage.symbolic.expression.Expression' objects}
        2    0.000    0.000    0.000    0.000 {method 'operator' of 'sage.symbolic.expression.Expression' objects}
     2884    0.001    0.000    0.001    0.000 {method 'parent' of 'sage.structure.element.Element' objects}
       33    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       46    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'prec' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        7    0.000    0.000    0.000    0.000 {method 'precision' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
        1    0.000    0.000    0.000    0.000 {method 'precision' of 'sage.rings.real_mpfi.RealIntervalField_class' objects}
        4    0.000    0.000    0.000    0.000 {method 'pyobject' of 'sage.symbolic.expression.Expression' objects}
     6144    0.001    0.000    0.002    0.000 {method 'python_random' of 'sage.misc.randstate.randstate' objects}
  1939554    0.314    0.000    0.314    0.000 {method 'random' of '_random.Random' objects}
      155    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'real' of 'sage.rings.complex_interval.ComplexIntervalFieldElement' objects}
        3    0.000    0.000    0.000    0.000 {method 'register_coercion' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {method 'relative_diameter' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       43    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      240    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      247    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       11    0.000    0.000    1.400    0.127 {method 'send' of 'generator' objects}
      246    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       10    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'sin' of 'sage.rings.real_mpfi.RealIntervalFieldElement' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       22    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'sqrt' of 'sage.symbolic.expression.Expression' objects}
      154    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      251    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'var' of 'sage.symbolic.ring.SymbolicRing' objects}
        6    0.000    0.000    0.000    0.000 {method 'variable_name' of 'sage.structure.category_object.CategoryObject' objects}
        7    0.000    0.000    0.000    0.000 {method 'variable_names' of 'sage.structure.category_object.CategoryObject' objects}
        7    0.000    0.000    0.000    0.000 {method 'zero' of 'sage.rings.ring.Ring' objects}
        1    0.000    0.000    0.000    0.000 {sage.misc.cachefunc.cached_method}
    76/47    0.000    0.000    0.021    0.000 {sage.misc.classcall_metaclass.typecall}
        3    0.000    0.000    0.000    0.000 {sage.misc.instancedoc.instancedoc}
        5    0.000    0.000    0.000    0.000 {sage.misc.lazy_import.lazy_import}
      245    0.013    0.000    0.349    0.001 {sage.modules.free_module_element.vector}
        1    0.000    0.000    0.000    0.000 {sage.rings.complex_mpfr.ComplexField}
        4    0.000    0.000    0.000    0.000 {sage.rings.finite_rings.integer_mod.IntegerMod}


